date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
6/5/2016,0.91,2504517,823705,26309,563931,574578,70704,conventional,2016,regional,Southeast,4563744
5/29/2016,0.92,2562670,971083,23770,531132,696043,44790,conventional,2016,regional,Southeast,4829488
5/22/2016,1.05,1634621,666118,11953,536817,512210,54343,conventional,2016,regional,Southeast,3416062
5/15/2016,0.82,2115292,1218469,10066,610051,1029088,19136,conventional,2016,regional,Southeast,5002102
5/8/2016,0.86,2196755,933113,10776,712577,795541,2777,conventional,2016,regional,Southeast,4651539
5/1/2016,0.75,2875233,1472240,10665,738083,1318520,488,conventional,2016,regional,Southeast,6415229
4/24/2016,0.84,2132612,1298673,10942,542496,1072748,4994,conventional,2016,regional,Southeast,5062465
4/17/2016,1.01,1705009,779185,8861,556255,622049,1902,conventional,2016,regional,Southeast,3673261
4/10/2016,0.86,2127099,1116067,10187,519721,1017680,2154,conventional,2016,regional,Southeast,4792908
4/3/2016,1.04,1812848,636305,12154,551758,494161,0,conventional,2016,regional,Southeast,3507226
3/27/2016,1.05,1671683,604703,13926,530183,421736,15,conventional,2016,regional,Southeast,3242246
3/20/2016,1.05,1726223,616754,15753,506482,439188,0,conventional,2016,regional,Southeast,3304400
3/13/2016,0.88,2211226,1041734,17715,527241,890581,6,conventional,2016,regional,Southeast,4688503
3/6/2016,1.07,1642178,592206,14795,493727,418325,0,conventional,2016,regional,Southeast,3161231
2/28/2016,0.84,2325377,994256,13243,528218,878956,0,conventional,2016,regional,Southeast,4740050
2/21/2016,1.04,1586507,590120,13665,459450,419044,0,conventional,2016,regional,Southeast,3068786
2/14/2016,0.98,1737635,613314,12099,499341,371949,0,conventional,2016,regional,Southeast,3234338
2/7/2016,0.62,3614202,1364491,22097,740217,1106150,60,conventional,2016,regional,Southeast,6847217
1/31/2016,1.02,1774274,625042,15261,485346,418187,0,conventional,2016,regional,Southeast,3318110
1/24/2016,0.9,2092736,663828,16838,570261,552166,15,conventional,2016,regional,Southeast,3895844
1/17/2016,1.09,1721273,425617,16862,507151,242856,51,conventional,2016,regional,Southeast,2913810
1/10/2016,0.93,2536174,558424,17018,489927,530649,0,conventional,2016,regional,Southeast,4132192
1/3/2016,1.06,2208432,339055,17651,482359,232943,12,conventional,2016,regional,Southeast,3280452
12/25/2016,1.15,13135,22889,43,32947,13,28,conventional,2016,city,Spokane,69055
12/18/2016,0.97,11469,24326,27,42186,362,8,conventional,2016,city,Spokane,78378
12/11/2016,0.96,12118,27759,34,50878,425,209,conventional,2016,city,Spokane,91423
12/4/2016,1.4,10872,19424,313,28878,9,15,conventional,2016,city,Spokane,59511
11/27/2016,1.49,8072,17786,33,23853,13,5,conventional,2016,city,Spokane,49762
11/20/2016,1.14,9351,25545,24,45969,4,124,conventional,2016,city,Spokane,81017
11/13/2016,1.07,12238,31223,35,55562,81,322,conventional,2016,city,Spokane,99461
11/6/2016,1.48,11312,21354,20,28639,4,35,conventional,2016,city,Spokane,61364
10/30/2016,1.39,8157,15740,118,27170,0,116,conventional,2016,city,Spokane,51301
10/23/2016,1.23,8981,34481,19,35886,45,65,conventional,2016,city,Spokane,79477
10/16/2016,1.33,13123,19622,47,34881,1171,5,conventional,2016,city,Spokane,68849
10/9/2016,1.19,13780,19166,71,33043,10182,0,conventional,2016,city,Spokane,76242
10/2/2016,0.87,12841,28798,152,45597,43887,311,conventional,2016,city,Spokane,131586
9/25/2016,1.09,17515,19839,125,39037,10338,0,conventional,2016,city,Spokane,86854
9/18/2016,1.05,17028,21111,379,32497,3721,12,conventional,2016,city,Spokane,74748
9/11/2016,0.98,25161,14719,1572,41634,0,10,conventional,2016,city,Spokane,83096
9/4/2016,1.12,27415,15404,1519,39194,17,27,conventional,2016,city,Spokane,83576
8/28/2016,1.12,24063,18387,1858,39316,0,5,conventional,2016,city,Spokane,83629
8/21/2016,1.09,27169,14030,2001,44034,9,7,conventional,2016,city,Spokane,87250
8/14/2016,1.14,24616,16235,2321,40759,0,2,conventional,2016,city,Spokane,83933
8/7/2016,1.16,28152,21160,1816,38394,0,9,conventional,2016,city,Spokane,89531
7/31/2016,1.14,25236,15512,1168,41986,0,0,conventional,2016,city,Spokane,83902
7/24/2016,1.08,24997,15529,210,41881,0,0,conventional,2016,city,Spokane,82617
7/17/2016,0.98,25708,15297,159,51218,0,5,conventional,2016,city,Spokane,92387
7/10/2016,1.06,28564,16331,1199,44566,34,58,conventional,2016,city,Spokane,90752
7/3/2016,1.09,29447,19298,3407,44836,350,27,conventional,2016,city,Spokane,97365
6/26/2016,1.02,24210,18082,3974,44033,0,2,conventional,2016,city,Spokane,90301
6/19/2016,0.96,27585,19850,2998,41041,56,24,conventional,2016,city,Spokane,91554
6/12/2016,0.99,31353,17048,3152,37812,4447,7,conventional,2016,city,Spokane,93819
6/5/2016,0.87,29094,30006,5361,60082,1384,7,conventional,2016,city,Spokane,125934
5/29/2016,0.87,29399,21853,3012,55214,110,15,conventional,2016,city,Spokane,109603
5/22/2016,0.89,28757,23439,3207,36361,8782,7,conventional,2016,city,Spokane,100553
5/15/2016,0.85,24776,22869,3401,60820,32,96,conventional,2016,city,Spokane,111994
5/8/2016,0.84,32461,34939,3174,55178,1553,98,conventional,2016,city,Spokane,127403
5/1/2016,0.86,30544,28946,3451,53362,0,44,conventional,2016,city,Spokane,116347
4/24/2016,0.95,26549,21236,2948,44270,631,27,conventional,2016,city,Spokane,95661
4/17/2016,0.82,23286,29662,3467,75099,69,151,conventional,2016,city,Spokane,131734
4/10/2016,0.96,31093,26585,3378,42825,0,119,conventional,2016,city,Spokane,104000
4/3/2016,0.92,23190,22272,3270,48727,930,10,conventional,2016,city,Spokane,98399
3/27/2016,0.81,21799,22446,3116,63172,0,84,conventional,2016,city,Spokane,110617
3/20/2016,1.02,24107,19605,3092,36639,4,10,conventional,2016,city,Spokane,83457
3/13/2016,0.93,22600,17656,3141,51070,0,64,conventional,2016,city,Spokane,94531
3/6/2016,0.91,23604,22577,3132,52480,59,17,conventional,2016,city,Spokane,101869
2/28/2016,0.95,21928,19964,2886,47751,30,38,conventional,2016,city,Spokane,92597
2/21/2016,0.82,16913,27399,2941,64779,13,31,conventional,2016,city,Spokane,112076
2/14/2016,0.95,22684,21398,2422,35052,53,17,conventional,2016,city,Spokane,81626
2/7/2016,0.74,25010,56113,1284,72053,91,182,conventional,2016,city,Spokane,154733
1/31/2016,1,19600,19031,3498,45821,77,14,conventional,2016,city,Spokane,88041
1/24/2016,0.97,14122,29929,2793,42637,17,38,conventional,2016,city,Spokane,89536
1/17/2016,0.98,20833,23920,3527,52342,133,0,conventional,2016,city,Spokane,100755
1/10/2016,0.88,25931,32689,3215,49569,51,149,conventional,2016,city,Spokane,111604
1/3/2016,0.9,25325,37805,4624,43671,1486,138,conventional,2016,city,Spokane,113049
12/25/2016,1.02,58511,9135,60,47504,16824,0,conventional,2016,city,StLouis,132034
12/18/2016,0.97,58409,7757,50,52786,18883,0,conventional,2016,city,StLouis,137885
12/11/2016,1.11,38790,6952,146,57071,14613,0,conventional,2016,city,StLouis,117572
12/4/2016,1.1,40781,6623,37,40392,30344,0,conventional,2016,city,StLouis,118177
11/27/2016,1.16,34165,6474,16,40665,19104,0,conventional,2016,city,StLouis,100424
11/20/2016,1.29,40938,8786,86,35285,14836,0,conventional,2016,city,StLouis,99931
11/13/2016,1.34,59890,11029,98,40602,16477,0,conventional,2016,city,StLouis,128096
11/6/2016,1.25,64239,10904,98,45157,19079,219,conventional,2016,city,StLouis,139696
10/30/2016,1.01,51882,6010,59,45592,25423,0,conventional,2016,city,StLouis,128966
10/23/2016,0.95,90464,8444,49,61304,24146,0,conventional,2016,city,StLouis,184407
10/16/2016,1.29,53894,12564,47,42853,14843,0,conventional,2016,city,StLouis,124201
10/9/2016,1.3,49980,19770,125,39013,16710,0,conventional,2016,city,StLouis,125598
10/2/2016,1.16,51859,14341,36,41062,32733,0,conventional,2016,city,StLouis,140031
9/25/2016,1.06,89035,12644,25,38326,25858,0,conventional,2016,city,StLouis,165888
9/18/2016,1.17,46991,23066,59,50959,26367,76,conventional,2016,city,StLouis,147518
9/11/2016,1.05,97943,20573,32,50775,13353,0,conventional,2016,city,StLouis,182676
9/4/2016,1.16,41710,27154,132,59982,17076,5402,conventional,2016,city,StLouis,151456
8/28/2016,1.15,43864,22002,99,43548,19095,4580,conventional,2016,city,StLouis,133188
8/21/2016,1.03,45179,23410,167,98023,6778,10504,conventional,2016,city,StLouis,184061
8/14/2016,0.91,53921,22788,255,137801,10454,5511,conventional,2016,city,StLouis,230730
8/7/2016,0.85,62086,28665,213,154944,9250,12853,conventional,2016,city,StLouis,268011
7/31/2016,1.03,54119,28848,230,109459,6537,15079,conventional,2016,city,StLouis,214272
7/24/2016,0.94,75714,23532,440,132587,11498,11961,conventional,2016,city,StLouis,255732
7/17/2016,0.88,53603,25828,304,152990,20179,8832,conventional,2016,city,StLouis,261736
7/10/2016,0.74,61310,22959,663,204560,13138,12218,conventional,2016,city,StLouis,314848
7/3/2016,0.76,65689,21478,467,225967,21421,13113,conventional,2016,city,StLouis,348135
6/26/2016,0.97,70090,10839,750,126592,14354,14275,conventional,2016,city,StLouis,236900
6/19/2016,0.95,68071,14770,81,139118,27584,4778,conventional,2016,city,StLouis,254402
6/12/2016,0.92,63118,10829,89,139480,19316,18518,conventional,2016,city,StLouis,251350
6/5/2016,0.83,69395,10227,91,170178,19377,14881,conventional,2016,city,StLouis,284149
5/29/2016,0.8,71157,9858,211,150823,13402,31,conventional,2016,city,StLouis,245482
5/22/2016,0.81,85909,8500,16,156415,28505,47,conventional,2016,city,StLouis,279392
5/15/2016,0.75,69857,10441,46,179610,30236,413,conventional,2016,city,StLouis,290603
5/8/2016,0.85,68597,12628,74,127496,54427,142,conventional,2016,city,StLouis,263364
5/1/2016,0.79,99574,10729,43,126406,19398,31,conventional,2016,city,StLouis,256181
4/24/2016,0.8,65855,10637,11,123839,32941,37,conventional,2016,city,StLouis,233320
4/17/2016,0.91,55008,11057,48,96910,34109,70,conventional,2016,city,StLouis,197202
4/10/2016,0.87,83222,8054,82,98906,28469,22,conventional,2016,city,StLouis,218755
4/3/2016,0.94,57658,7307,15,82978,31523,2,conventional,2016,city,StLouis,179483
3/27/2016,0.97,49442,10039,21,76483,20433,37,conventional,2016,city,StLouis,156455
3/20/2016,0.88,74089,11333,27,73562,36866,4,conventional,2016,city,StLouis,195881
3/13/2016,0.89,67143,9122,69,65087,31078,100,conventional,2016,city,StLouis,172599
3/6/2016,0.96,68571,9372,23,84302,23259,44,conventional,2016,city,StLouis,185571
2/28/2016,0.98,52181,12434,64,81857,26526,220,conventional,2016,city,StLouis,173282
2/21/2016,1,78891,27326,55,74252,26792,22,conventional,2016,city,StLouis,207338
2/14/2016,0.98,55936,21669,16,69047,18403,0,conventional,2016,city,StLouis,165071
2/7/2016,0.87,76563,80994,33,71787,41934,44,conventional,2016,city,StLouis,271355
1/31/2016,1.01,79031,33530,14,68748,38112,9,conventional,2016,city,StLouis,219444
1/24/2016,1.1,38175,28333,5,67008,34086,13,conventional,2016,city,StLouis,167620
1/17/2016,1.15,55840,32776,25,63934,15068,46,conventional,2016,city,StLouis,167689
1/10/2016,1.01,77169,28510,34,89122,23596,29,conventional,2016,city,StLouis,218460
1/3/2016,1,105268,29055,35,67243,11815,22,conventional,2016,city,StLouis,213438
12/25/2016,1.46,748,29453,2,14866,967,0,conventional,2016,city,Syracuse,46036
12/18/2016,1.42,771,28069,5,12270,908,7,conventional,2016,city,Syracuse,42030
12/11/2016,1.5,762,31387,15,8824,923,0,conventional,2016,city,Syracuse,41911
12/4/2016,1.64,796,42943,4,6842,149,97,conventional,2016,city,Syracuse,50831
11/27/2016,1.55,691,24790,7,8270,0,0,conventional,2016,city,Syracuse,33758
11/20/2016,1.61,815,27877,1,9906,0,0,conventional,2016,city,Syracuse,38599
11/13/2016,1.62,1266,27381,34,10591,0,0,conventional,2016,city,Syracuse,39272
11/6/2016,1.59,922,26702,31,11213,0,0,conventional,2016,city,Syracuse,38868
10/30/2016,1.56,967,25926,12,6792,2,0,conventional,2016,city,Syracuse,33699
10/23/2016,1.38,1111,37054,41,18222,0,0,conventional,2016,city,Syracuse,56428
10/16/2016,1.36,1344,31562,22,22126,0,0,conventional,2016,city,Syracuse,55054
10/9/2016,1.23,980,46378,56,22179,0,0,conventional,2016,city,Syracuse,69593
10/2/2016,1.43,987,32212,37,20560,0,0,conventional,2016,city,Syracuse,53796
9/25/2016,1.54,3272,38680,24,19359,18,0,conventional,2016,city,Syracuse,61353
9/18/2016,1.46,2411,36169,16,17071,256,0,conventional,2016,city,Syracuse,55923
9/11/2016,1.35,1875,39694,10,18637,778,0,conventional,2016,city,Syracuse,60994
9/4/2016,1.53,3546,35938,23,12129,7,150,conventional,2016,city,Syracuse,51793
8/28/2016,1.38,5939,45350,16,19307,0,1100,conventional,2016,city,Syracuse,71712
8/21/2016,1.44,2904,37192,19,17428,0,955,conventional,2016,city,Syracuse,58498
8/14/2016,1.35,4942,39269,29,15337,0,635,conventional,2016,city,Syracuse,60212
8/7/2016,1.53,2724,41584,2,15518,0,695,conventional,2016,city,Syracuse,60523
7/31/2016,1.6,1971,47610,10,18176,0,545,conventional,2016,city,Syracuse,68312
7/24/2016,1.5,1941,35492,20,16609,0,2890,conventional,2016,city,Syracuse,56952
7/17/2016,1.31,2211,39136,1,24464,0,1095,conventional,2016,city,Syracuse,66907
7/10/2016,1.29,3503,49141,14,28755,3,2970,conventional,2016,city,Syracuse,84386
7/3/2016,1.37,1971,47538,1,32831,0,2865,conventional,2016,city,Syracuse,85206
6/26/2016,1.43,1952,52517,13,28353,0,1505,conventional,2016,city,Syracuse,84340
6/19/2016,1.35,2081,45937,16,28499,0,1680,conventional,2016,city,Syracuse,78213
6/12/2016,1.29,3485,43664,91,31259,0,1170,conventional,2016,city,Syracuse,79669
6/5/2016,1.31,1636,46955,179,29640,0,1605,conventional,2016,city,Syracuse,80015
5/29/2016,1.36,1260,52293,436,27875,0,310,conventional,2016,city,Syracuse,82174
5/22/2016,1.27,951,40672,600,29287,0,1125,conventional,2016,city,Syracuse,72635
5/15/2016,1.23,1015,41631,695,28098,0,0,conventional,2016,city,Syracuse,71439
5/8/2016,1.23,1144,51235,411,32834,0,0,conventional,2016,city,Syracuse,85624
5/1/2016,1.31,992,54950,769,26696,0,0,conventional,2016,city,Syracuse,83407
4/24/2016,1.22,1000,39960,586,27269,4,0,conventional,2016,city,Syracuse,68819
4/17/2016,1.21,880,39173,3,30486,0,0,conventional,2016,city,Syracuse,70542
4/10/2016,1.28,987,32612,2,29291,0,0,conventional,2016,city,Syracuse,62892
4/3/2016,1.03,652,31827,4,26380,0,0,conventional,2016,city,Syracuse,58863
3/27/2016,1.29,872,43181,15,28359,0,0,conventional,2016,city,Syracuse,72427
3/20/2016,1.24,784,46257,11,25509,0,0,conventional,2016,city,Syracuse,72561
3/13/2016,1.18,875,42612,21,27711,4,0,conventional,2016,city,Syracuse,71223
3/6/2016,1.36,1024,38547,38,25158,100,0,conventional,2016,city,Syracuse,64867
2/28/2016,1.27,862,39219,8,23556,692,0,conventional,2016,city,Syracuse,64337
2/21/2016,1.34,918,40416,20,22192,1846,0,conventional,2016,city,Syracuse,65392
2/14/2016,1.28,1089,37685,41,25835,1116,0,conventional,2016,city,Syracuse,65766
2/7/2016,1.28,1463,60707,23,28033,709,0,conventional,2016,city,Syracuse,90935
1/31/2016,1.2,1181,41174,33,27245,541,0,conventional,2016,city,Syracuse,70174
1/24/2016,1.32,72,34869,32,29215,93,0,conventional,2016,city,Syracuse,64281
1/17/2016,1.37,1078,41232,10,27814,0,0,conventional,2016,city,Syracuse,70134
1/10/2016,1.36,758,31788,2,25129,0,0,conventional,2016,city,Syracuse,57677
1/3/2016,1.34,839,47417,25,20920,0,0,conventional,2016,city,Syracuse,69201
12/25/2016,0.93,157381,104317,64,87877,95803,0,conventional,2016,city,Tampa,445442
12/18/2016,0.93,132947,102323,49,77777,99658,136,conventional,2016,city,Tampa,412890
12/11/2016,1.22,99669,60414,28,72901,56754,0,conventional,2016,city,Tampa,289766
12/4/2016,0.96,163610,123042,39,91216,122889,0,conventional,2016,city,Tampa,500796
11/27/2016,1.45,92934,61345,42,52268,59002,0,conventional,2016,city,Tampa,265591
11/20/2016,1.47,95447,63841,88,58517,61703,0,conventional,2016,city,Tampa,279596
11/13/2016,1.38,124544,69065,148,63859,66145,0,conventional,2016,city,Tampa,323761
11/6/2016,1.46,110779,67754,146,43845,61805,0,conventional,2016,city,Tampa,284329
10/30/2016,1.52,93166,68008,150,42732,61276,0,conventional,2016,city,Tampa,265332
10/23/2016,1.53,91272,92612,130,35310,62491,0,conventional,2016,city,Tampa,281815
10/16/2016,1.26,116453,117544,215,36246,100692,0,conventional,2016,city,Tampa,371150
10/9/2016,1.45,110106,105328,120,53843,67973,0,conventional,2016,city,Tampa,337370
10/2/2016,1.45,123391,72977,250,63737,62969,0,conventional,2016,city,Tampa,323324
9/25/2016,1.37,140783,66910,110,78486,63688,0,conventional,2016,city,Tampa,349977
9/18/2016,1.14,132431,66930,103,73698,71774,3,conventional,2016,city,Tampa,344939
9/11/2016,1.16,154295,62809,61,65129,55457,768,conventional,2016,city,Tampa,338519
9/4/2016,0.95,298317,105770,80,85778,68958,1789,conventional,2016,city,Tampa,560692
8/28/2016,1.14,177293,99784,63,78855,20240,2584,conventional,2016,city,Tampa,378819
8/21/2016,1.14,175345,100776,49,80158,27827,5900,conventional,2016,city,Tampa,390055
8/14/2016,1.14,213371,110703,63,65541,57508,4890,conventional,2016,city,Tampa,452076
8/7/2016,1.21,147057,95386,107,75446,35140,9700,conventional,2016,city,Tampa,362836
7/31/2016,1.25,134859,87239,23,68166,30100,9890,conventional,2016,city,Tampa,330277
7/24/2016,1.22,143082,97555,25,71809,29198,12195,conventional,2016,city,Tampa,353864
7/17/2016,1.17,143892,101299,46,87459,31340,12239,conventional,2016,city,Tampa,376275
7/10/2016,1.15,141566,92116,94,87918,26863,10791,conventional,2016,city,Tampa,359348
7/3/2016,0.93,288162,142384,72,116196,50308,15977,conventional,2016,city,Tampa,613099
6/26/2016,1.16,143486,88209,37,88533,31127,9790,conventional,2016,city,Tampa,361182
6/19/2016,0.98,234054,127731,112,68956,55518,10900,conventional,2016,city,Tampa,497271
6/12/2016,1.23,136835,76895,50,57317,29525,10445,conventional,2016,city,Tampa,311067
6/5/2016,0.97,261221,100100,106,61524,53634,8417,conventional,2016,city,Tampa,485002
5/29/2016,0.96,287991,117845,172,63312,57550,5557,conventional,2016,city,Tampa,532427
5/22/2016,1.18,164834,65401,188,54513,33377,8937,conventional,2016,city,Tampa,327250
5/15/2016,0.86,214252,138867,113,58114,106151,4638,conventional,2016,city,Tampa,522135
5/8/2016,0.92,238893,96504,163,81108,76960,0,conventional,2016,city,Tampa,493628
